serialNo,Supplier_NO.,OEM_NO.,Benchmark_NO.,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,brand,item_group,stock_uom
IC-0000565,SM-OFJ013,"ME201871,1230A046",,MITSUBISHI,TRITON,ไทรทัน,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000566,SM-0FJ093,"MD326489, MD069782",,MITSUBISHI,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000092,SM-FFJ017,"1770A012T, 1770A373",,MITSUBISHI,TRITON,ไทรทัน,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000300,SM-AFJ012,1500A098,,MITSUBISHI,TRITON,ไทรทัน,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000105,SM-AFJ068,"1500A023,1500-A190, 1500A086",,MITSUBISHI,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000301,SM-AFJ099,1500A399 /1500A617,,MITSUBISHI,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000302,SM-AFJ227,1500A608,,MITSUBISHI,PAJERO SPORT,ปาเจโร่ สปอร์ต,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000106,SM-CFJ007,"7803A005,7803A112",,MITSUBISHI,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000107,SM-CFJ003,7803A004,,MITSUBISHI,LANCER,แลนเซอร์,โฉมปี 2009-2015 (EX),ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000108,SM-CFJ013,7803A012 /MZ600152,,MITSUBISHI,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000109,SM-CFJ123,MSC99132T,,MITSUBISHI,TRITON,ไทรทัน,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000567,SM-OFH004,26330-4X000,,HYUNDAI,H-1,เอช-วัน,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000568,SM-OFH006,2630035504 /2630035503,,HYUNDAI,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000569,SM-0FJ097,"26310-27200, 26310-27420",,HYUNDAI,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000093,SM-FFH033,319222E900,,HYUNDAI,H-1,เอช-วัน,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000303,SM-AFH039,281134H000,,HYUNDAI,H-1,เอช-วัน,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000304,SM-AFH042,281132S000,,HYUNDAI,TUCSON,ทูซอน,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000305,SM-AFH044,281133X000,,HYUNDAI,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000110,SM-CFH013,"971332E210, 971332E200",,HYUNDAI,TUCSON,ทูซอน,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000111,SM-CFH018,971332H001,,HYUNDAI,ELANTRA,เอลันตร้า,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000112,SM-CFH020,97617-4H000,,HYUNDAI,H-1,เอช-วัน,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000570,SM-OFJ022,"90915-30002-8T, WL51-14-302",,FORD,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000571,SM-OFJ042,"90915-TD004, WL8414302T",,FORD,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000572,SM-OFE003,6C1Q-6744BA,,FORD,FOCUS,โฟกัส,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000573,SM-OFJ050,"1S7G-6714-DA, 741M-6714-BA",,FORD,FOCUS,โฟกัส,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000574,SM-OFJ095,L321-14-302TT,,FORD,ESCAPE,เอสเคป,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000575,SM-0FJ096,"7S7G-6714-AAT, BM5G-6714AA",,FORD,FOCUS,โฟกัส,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000576,SM-0FJ097,"F1AZ-6731-BDTA, GY01-14-302B",,FORD,ESCAPE,เอสเคป,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000577,SM-0FJ098,"CA02-14-302A-TT, YF09-14-302",,FORD,ESCAPE,เอสเคป,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000094,SM-FFJ019,R-2N5-13-ZA5T,,FORD,RANGER,แรนเจอร์,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000306,SM-AFJ002,"WE01-13-Z40, MU270-13--Z40",,FORD,RANGER,แรนเจอร์,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000307,SM-AFJ095,"WL81-13-Z40,3600 772,1213 440",,FORD,RANGER,แรนเจอร์,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000308,SM-AFJ170,MU270-13-Z40 / U2Y0-13-Z40A,,FORD,RANGER,แรนเจอร์,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000309,SM-AFJ172,YL8Z-96-01AATT,,FORD,ESCAPE,เอสเคป,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000310,SM-AFJ226,8V219601AA,,FORD,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000113,SM-CFJ113E,19280208/UCY0-61-P11/1718237,,FORD,RANGER,แรนเจอร์,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000578,SM-0FJ052,"04152-YZZA3, 04152-0R010, 4152-
38010, 04152-31080
",,LEXUS,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000311,SM-AFJ227,17801-31131,,LEXUS,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000114,SM-CFJ007,87139-30100,,LEXUS,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000579,SM-OFJ036,8-98165071-0,,ISUZU,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000580,SM-OFJ046,8-97358720-0,,ISUZU,D-MAX,ดี-แม็กซ์,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000581,SM-OFJ047,"8-97309927-0,8-97309927-T",,ISUZU,D-MAX,ดี-แม็กซ์,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000582,SM-OFJ049,"8-94338933-0,8-97912546-T",,ISUZU,TFR,ทีเอฟอาร์,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000583,SM-OFJ101,8-98270524-0,,ISUZU,D-MAX,ดี-แม็กซ์,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000095,SM-FFJ016,"8-98036321-0,8-98149982-0",,ISUZU,,,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000096,SM-FFJ034,"8-97916993-T, 8-94448984-0",,ISUZU,TFR,ทีเอฟอาร์,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000312,SM-AFJ067,8-98140266-0 / 8-98140265-0,,ISUZU,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000313,SM-AFJ066,8-98140265-0,,ISUZU,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000115,SM-CFJ007,"8-98139428-0,8-438400A0-7",,ISUZU,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000584,SM-OFH004,"263104A010, 26330-4X000",,KIA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000585,SM-OFH006,2630035504 /2630035503,,KIA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000586,SM-OFK007,"263112F000, 263202F000, 263202F010, 263202F100",,KIA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000314,SM-AFK028,281134D000,,KIA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000315,SM-AFK030,281131G000,,KIA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000116,SM-CFH013,"971332E210,971332E200",,KIA,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000117,SM-CFK008,"971332F000, 971332F010",,KIA,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000587,SM-OFK005,"15208AA160, 15208AA15A",,SUBARU,XV,เอ็กซ์วี,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000316,SM-AFJ049,16546-AA090,,SUBARU,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000118,SM-CFJ124E,72880-FG000,,SUBARU,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000588,SM-OFJ021,15400-PLC-004,,HONDA,CIVIC,ซีวิค,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000317,SM-AFJ058,"17220-RRA-Y00, 17220-RRA-A00",,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000318,SM-AFJ164,17220-R1A-A01,,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000319,SM-AFJ059,17220-RB6-Z00,,HONDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000320,SM-AFJ060,"17220-R60-000,17220-R60-U00",,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000321,SM-AFJ061,17220-R40-A00,,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000322,SM-AFJ008,"17220-5A2-A00, 17220-5A2-Y00,",,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000323,SM-AFJ158,17220-5D0-W00,,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000324,SM-AFJ159,"17220-R70-A00, 17220-R70-700",,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000325,SM-AFJ160,17220-REA-Z00,,HONDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000326,SM-AFJ162,17220-R5A-A00,,HONDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000327,SM-AFJ163,17220-51B-H00,,HONDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000328,SM-AFJ165,17220-55A-Z01,,HONDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000119,SM-CFJ011,80292-SCA-E11,,HONDA,CIVIC,ซีวิค,โฉมปี 2001-2005 (Dimension),ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000120,SM-CFJ118,80292-TGO-Q01,,HONDA,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000121,SM-CFJ119,80291-SDA-Y01,,HONDA,CR-V,ซีอาร์-วี,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000589,SM-OFJ009,"90915-YZZE1,16510-C61A01B-000",,SUZUKI,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000590,SM-OFJ043,"90915-YZZE2, 16510-58 M00-000",,SUZUKI,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000329,SM-AFJ079,13780-63J00,,SUZUKI,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000330,SM-AFJ208,13780-69L00/13780-71L00,,SUZUKI,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000591,SM-OFY004,67118-03009,,SSANGYONG,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000331,SM-AFY012,23190-09100,,SSANGYONG,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000592,SM-OFJ033,PC121102,,PROTON,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000593,SM-OFJ001,15209-2W200,,NISSAN,FRONTIER,ฟรอนเทียร์,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000594,SM-OFJ021,15208-31U01,,NISSAN,TEANA,เทียน่า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000595,SM-OFJ032,15208-W1120,,NISSAN,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000596,SM-OFJ040,15208-H8911,,NISSAN,SUNNY,ซันนี่,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000597,SM-OFJ019,"15208-EB70D, 15208-BN30A",,NISSAN,NAVARA,นาวาร่า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000598,SM-OFJ080,"15208-AD21A, 15208-AD200",,NISSAN,FRONTIER,ฟรอนเทียร์,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000599,SM-OFJ091,"15208-7M600, 15208-65F00, 15208-65F01,15208-3J400",,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000097,SM-FFJ034,"8-97916993-T,8-94448984-0",,NISSAN,BIG-M,บิ๊ก-เอ็ม,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000332,SM-AFJ038,16546-ED000,,NISSAN,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000333,SM-AFJ009,16546-EB70A,,NISSAN,NAVARA,นาวาร่า,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000334,SM-AFJ053,"16546-VM00A, 16546-9S000B",,NISSAN,FRONTIER,ฟรอนเทียร์,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000335,SM-AFJ063,16546-73C10,,NISSAN,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000336,SM-AFJ166,16546JN30A,,NISSAN,TEANA,เทียน่า,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000337,SM-AFS004,16546-JD20B,,NISSAN,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000122,SM-CFJ007,"B727A-79925,27891-BM410",,NISSAN,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000123,SM-CFJ008,272771KA4A,,NISSAN,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000124,SM-CFJ103E,272745-EB700 / 272734-EB725,,NISSAN,NAVARA,นาวาร่า,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000125,SM-CFJ102E,27274-EA000 / 27277-4JA0A,,NISSAN,NAVARA,นาวาร่า,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000126,SM-CFJ121,27277-1HE0E,,NISSAN,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000127,SM-CFJ122,27891-1FA0A /27891-1FC0A /27891-3DF0A,,NISSAN,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000600,SM-OFG002,96879797,,CHEVROLET,OPTRA,อ๊อปตร้า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000601,SM-OFG002,95509857,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000602,SM-OFG005,93743595,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000603,SM-OFG008,"93175493, 19315209",,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000604,SM-OFG009,93745801,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000605,SM-OFG006,"55594651, 93185674",,CHEVROLET,CRUZE,ครูซ,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000606,SM-OFU002,55589295,,CHEVROLET,SONIC,โซนิค,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000607,SM-OFG006,55594651,,CHEVROLET,SONIC,โซนิค,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000608,SM-OFG007,96475855/96985730/19266241,,CHEVROLET,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000609,SM-OFU001,12636838,,CHEVROLET,COLORADO,โคโลราโด้,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000610,SM-OFJ046,260340-0720,,CHEVROLET,COLORADO,โคโลราโด้,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IH-0000065,SM-FFG004,96503420 /96335719 /96444649/96335719 /96444649,,CHEVROLET,OPTRA,อ๊อปตร้า,,ไส้กรองน้ำมันเบนซิน,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000098,SM-FFG013,"132536990, 13263262",,CHEVROLET,CRUZE,ครูซ,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000099,SM-FFG014,96816473/93193621,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000100,SM-FFG015,95492920,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000101,SM-FFJ040,"94771044, 52100212",,CHEVROLET,COLORADO,โคโลราโด้,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000338,SM-AFG012,96536696,,CHEVROLET,AVEO,อาวีโอ้,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000339,SM-AFG010,96553450,,CHEVROLET,OPTRA,อ๊อปตร้า,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000340,SM-AFG015,96628890/92216664,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000341,SM-AFG017,13272717,,CHEVROLET,CRUZE,ครูซ,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000342,SM-AFG020,13272719,,CHEVROLET,CRUZE,ครูซ,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000343,SM-AFD005,96950990,,CHEVROLET,SONIC,โซนิค,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000128,SM-CFG007,96449 577/96 962 173/96539 649,,CHEVROLET,AVEO,อาวีโอ้,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000129,SM-CFG009,96440878/1-92230655,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000130,SM-CFG010E,"13271190, 332766591",,CHEVROLET,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000131,SM-CFJ007,"92204706, 19334599",,CHEVROLET,COLORADO,โคโลราโด้,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000611,SM-OFK005,"B6Y114302, B6Y114302TT",,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000612,SM-OFJ022,WL51-14-302T,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000613,SM-OFJ050,"WLY4-14-302T, WE01-14-302T",,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000614,SM-OFJ095,L321-14-302TT,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000615,SM-OFJ097,"F1AZ-6731-BDTA, GY01-14-302B",,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IC-0000616,SM-OFJ098,"CAO2-14-302A-TT, YF09-14-302",,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IG-0000102,SM-FFJ019,R-2N5-13-ZA5T,,MAZDA,,,,ไส้กรองน้ำมันดีเซล (โซล่า),,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000344,SM-AFJ048,ZJ01-13-Z40,,MAZDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000345,SM-AFJ069,"LF50-13-Z40, LF50-13-Z40-9U",,MAZDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000346,SM-AFJ002,"WEO1-13-Z40, MU270-13--Z40",,MAZDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000347,SM-AFJ095,"WL81-13-Z40, WL99-13-Z40",,MAZDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IB-0000348,SM-AFJ170,MU270-13-Z40 / U2Y0-13-Z40A,,MAZDA,,,,ไส้กรองอากาศ,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000132,SM-CFJ113E,19280208/UCY0-61-P11/1718237,,MAZDA,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
IA-0000133,SM-CFJ134,KD45-61-J6X / K031-V9-030,,MAZDA,,,,ไส้กรองแอร์,,SPEEDMATE,เทียบแท้เกรด B,ชิ้น
HB-0200055,DT-004U,31250-10040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200056,DT-004U,31250-10040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200057,DT-004U,31250-10040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200058,DT-005U,31250-10060,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200059,DT-005U,31250-10060,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200060,DT-006U,31250-10050,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200061,DT-006U,31250-10050,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200062,DT-008U,31250-12040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200063,DT-008U,31250-12040,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200064,DT-009U,31250-12061,,TOYOTA,COROLLA,โคโรล่า,"โฉมปี 1983-1987 (AE80 , EE80)",จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200065,DT-029VU,31250-32020,,TOYOTA,,,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
HB-0200066,DT-029VU,31250-32020,,TOYOTA,CORONA,โคโรน่า,,จานคลัทช์,,AISIN,เทียบแท้เกรด A,ชิ้น
